what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339318490680
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339318498106
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339318498728
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339318502939
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1339318506528
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1339318508661
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1339318509586
opened,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.TaskList",1339318521965
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.TaskList",1339318521995
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1339318523144
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339318529606
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339318913344
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1339318913351
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339318914709
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339318918633
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1339318925868
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339318926007
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339318927362
executed,command,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1339318927375
activated,view,com.altera.sbtgui.launch,11.1.0.216,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1339318931077
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1339318937706
activated,view,com.altera.sbtgui.launch,11.1.0.216,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1339318946559
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339319235981
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339319243427
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1339319255978
activated,view,com.altera.sbtgui.launch,11.1.0.216,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1339319263966
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339319341698
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339319376726
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1339319381068
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339319382604
activated,view,com.altera.sbtgui.launch,11.1.0.216,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1339319384064
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339319384072
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1339319384076
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1339319390246
activated,view,com.altera.sbtgui.launch,11.1.0.216,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1339319399916
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1339319402553
activated,view,com.altera.sbtgui.launch,11.1.0.216,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1339319410566
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339319434404
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339319440671
